customerId,products
2527,148|173|135
2528,298
2529,116|6|6
483,191|191|62|116|268|275
2533,140|15|17
2535,17|17|4|4|4
2536,76|249
2537,4|4|4
2538,246|83
2539,28|2|45
2541,263|263|263|106|106
2542,218
2544,254
2545,156|195|67|67|199|188
2547,210|62
2549,17|17
2552,162|115|115
507,179|70|70|67|149|62|62
2556,70|188
2559,85|85
2560,89|85|185|166|25
2561,164|164|46|46|46
2562,17
2564,76|76|76|151
517,61|109
2566,77
2567,1
2568,170
2569,19|19
524,151
2573,298|97
2574,40|40|283|73|73
2578,47
2581,233
534,283
2583,47|15
2585,14
540,138|138|116|62|62|67|67
2592,13
2593,247|85|85|85|14|3|3|185|185|185
2594,209|120|1|157
2595,86|138|24|62|281|67|2|2|286|13
2596,179|179|196|196|196|17|17|97
2597,149|76
2599,115|115|76|179|1|85|2|2
2600,1|17|17|94|40
2601,254|216|106
2602,9|126|57|57|85|85|140
2603,185|187|187|85
2604,17|17
2605,53|2|181|181
2606,17|17|7|7
2607,99|278|70|67|150|44
2609,122
2610,126|106|254|195|179
2611,220
2612,14|14
2613,4|1
566,6|6|6
2615,253
2617,175|40
2618,265|4|67|62|265|280|280|265|16|280
2620,120|256
2621,296
2622,254
2485,40
2624,162|91|149|51
2625,116|62|175|268
2626,165|165|165
2627,251|251
2628,74|267
2629,25|290
2630,210
2632,45|9
585,27|49|190
2634,135|287
2636,84|13
2637,127|127|127
2639,138|70|179|179|188|188
2640,17
2641,195
2642,233
2643,196|148|243|38
2645,133|17|9
2646,161
2647,25|53|297|289|40|125
2648,14|14|151|151
2650,76|76
2651,17|17|47|219
2652,117|117|117|116|116|116|106
606,17|14
2656,117|117
2657,17|17
2658,17|17|6
2491,179|2
2660,135|14|186|194
2661,115|70|116
2665,149
2666,151|19
619,268|13|173
2668,20|20|36|79|146|210|48|175|227
2669,196
2670,47|175|150
2672,130|16|16|286|188|62|278|17|17|40
625,165|239
2675,299|299|117|117|117|196|196|196
2676,262|262|262|62|62|222|222
2679,128|128|170|170|257|257|7|181|218
2680,11|29|23
2681,47|136|7|7|92
2683,181|181|181
2686,19|229|179|179|106
2687,146|266|159|31|31|180|93|93
2688,210|92|84|84
2690,254|19|106
2692,17|17|151|188
2694,62
2696,76|120|15
2697,284|284|284|297
2700,146
450,173
2702,1|1
2703,60|122
2705,14|134|148
2707,259|78|97|263|263
2709,17|17|94
2711,102
2713,6|6|70
2715,52
2717,150|54|54
2720,254
2723,109
2724,14|47
2725,175|117|117
2726,94
2727,225
2729,234|175|175|102|102|92|92|92
2733,1|14|91|91
2734,19|19|254
2736,81|281|67|67|234
2737,62|46|164|70
91,150|76|14|17
2739,254|29|29|23|23|23|107|107
2741,7|89|175|175|175|183|183
2742,78|94|94|86|86|191|199|199
2478,4
696,104|104
2746,9|63|151
2747,152|208|208
2748,278|13
2506,0
2750,25|4|4|135
2751,17|17
2753,45|1|1
2507,281
2757,70|67
2758,206|163|9|89|24|135|157|258|184
2759,97
2760,224|136|117
713,71|153|34|34|34|166
714,251|151|152|116|13
2763,15
2764,187|187|187
2765,117|117|117
2766,13
2767,106|8|36|48|160
2768,278
2769,102|102|145
2770,19
2771,19|61
2772,185|185|297|187|187|85|85
2773,11|11|11|23|23
2774,76|155|263|14|294|186|186
2775,110|110|143|143|143|272|272|296|177
2776,41|68|278|278|278
2777,14|254
2778,209|209|17|17
2780,40|122
2781,109|20|209|297|131|131|191|16
2782,219|149|16|16|49
2783,297|195
2784,26|116|217|217|13|67
2785,142|15
2786,81|17|17|215|55
2788,149|151|13
2790,117|94
2791,116
2792,160
2793,216|76|52|52
2794,38|15|180|120|260|260|14|143|143
2795,256|256
2796,159|43|77|86|86|86
2797,136
2798,168|241
2799,294|219
2800,56|17|38|163|14|38|36|157|150|127
2745,57|57|57|22|22|22|4|4|13
2802,98
2804,18|18|18|13|237|177|177|177|27|25
2805,51
2806,183|44
2807,17|17
2808,177|177|180|17
761,114|114
2810,245|245|245|87|87|13
2812,199|88|77
2813,70|188
2814,195|18|18
2815,88|62|37|70|67|224|88|259|37|160
2817,22
2819,138|138|188|62
2821,43|16|159
2823,217
2824,15
2825,35|179|165|91
2801,67|121|209|142|198
2827,297
2828,287
2829,13
2830,6|6
2831,214|214
2832,17|148
2834,67|62
2835,134
2836,34|20
2838,251
2840,133|178|196|282|282
2841,215
2842,14
2844,106|116|254|62
2845,229|229|61|264
798,66|14
2847,6|6|155
2848,154|154|154|128|83|83|83
2850,170|233|35|35
2852,17|17
2853,151|151
808,135
2857,11
810,12|12|101
2859,97
2862,118|118
2863,259|259
2864,224
2865,88|88
2866,51|183|287
2867,7|7|278|278|6|6|6
2868,107|23
2869,49|49|190|190
2755,216
2871,79|150|94|36|8
2872,20|20|222
2873,251
2874,39|39|39
2875,17|47
2876,135|159|187|227|85
2877,15|19|2
2878,47|160|160|160|278|278|278
2880,187|114|185|224|85|114|278|278|187|114
2881,76|76
2883,183|183|67
822,14|233
2886,49|8|190|48
2888,117
2889,25
2890,56|85|85|85|286|286|179
2891,17|17
2895,281|70|62|62|62|135
2897,117|117|68|41
2898,28
2531,139|184|7|4|175|77|278|278
2900,67|67|67
2901,291|70
2902,187|187|187|85|85|185
2904,180|254|64|1|216|290|9|9|47|17
2905,17|17
2906,188|138
143,134
2908,151
2909,188
2911,150
2912,219|219|106|106|106
2913,251|47
2915,188|70
2916,195|7|13
2917,138|188|179
2920,184|47|47
2921,57|184|116|70|4|217
2922,12|7
2923,4|17|184
2924,51|149|12|12|12
2925,202|13|109|278
880,172|194|1|194|259|1|36|1|48|36
881,170|148
2931,97|23|23|29|29
2933,57|57|235|13|13|259
2934,83|83|183
2935,188|62|14|14|46
888,168|217|47|6|6
2937,19
2939,148
2941,180
2943,128|71|208|13
2944,61
2945,134|134
2946,20|131|131|206
2948,151|49|115
2949,187|17
2951,152
904,254
2953,17|76|254
2826,70|224|25|20|62
2955,7|47|15
2956,20|278
2957,57|14|14|85|85|7|17|185|185
2958,89|124|76|147|4|4|283|94
911,236
2960,57|257|54|54|101|71|71
2961,166|9|216|106|14
2962,46|47
915,13
2964,17|244|244|282
2965,278|278|278
2966,286|286|6|6|70|67|138|151|214|214
2967,6|6|6|208|208
2968,117|215|114|0|0|0|106|179
2970,92|275|27
2971,187|254
2974,175|242|234
2885,139|139|231|231|218|218|42|42|1
2977,47|156|14|14|97|34|34|34|289|289
2978,196|196|76|262|262|17|247
2979,114|151|13|115|115|57|57|135
2980,4|7|76
2981,114
934,93
2984,264|277|26|26|44|66|66|66|76
2985,187|214|185|114|114|85
2986,215|210
2987,116|116|116|224|70
2988,45|237
2990,145|211|211
2992,151
2993,51|174
2994,19
2995,185|185|278|116|150|187|187|289|35
2996,106|166|275
2997,36|36|8|8|150|44|48
2998,67|67|67|14|14|109|210
2999,7|7|13|13
3001,39
3004,214
3005,47
958,192
959,114|102|224
3008,152|92
3009,118|118
3010,92
3011,92
3012,181|181|170|148|81
3013,156|48|14|194|241|241|8|8|259
3014,66|76|278
3015,112|47|20|68|68|68
3016,196
3017,93
970,76
3020,89
3022,94|17|17
504,47|6|6|0|0|0|136
3026,17|17|254
3028,149
3030,143|143|61
2553,122
3032,15|6|6|14
164,215
3034,133
3035,14|14|107|23|16|56
3036,114|24
3037,12|12
3038,6|6|6|25|133|78
3039,234|195|162|149
3040,23|107|29|149|114
3042,18|18|18
2555,17|20|224|46|46
996,284|246|246|246
166,48
3046,17|36|36|19|14|8|199|48
999,19|19|19|214|214|214|181|36|36
3048,1|98|38|14
3049,150|62|62|4|4|4|286|78
2761,177|177
3051,151|151|150|150|143|143|281|114|185|185
3052,17|17|19|19|19
3053,200
3054,141|151|151|145
3055,18|116
3056,57|114|224|251
1009,196|195|195|195
2899,161
3061,277
169,173|170
3065,17|17
3066,195|14
3071,85|85
3072,6|6|15
1027,241|241
3076,138|70|70|62|62
3077,134
3079,84|65|9|9
2762,67|116|85|85|215|185
3081,30|157|7
3082,106|44
1044,196|196
3095,77|283|17|210|9|282|88|88
3096,62|70
3097,195|70|67|280|196
3098,264|264
3099,8|79|38
3100,14|19|6|6|6
2565,2
1056,116
2907,170|273
116,106
3113,17|111
3114,138|138
1067,94|24
1071,62|188|116|70
1074,139|117|251|84
2227,1|12|14|66
3130,94|195
1088,159
523,67|2
1093,1
3144,17|17
2572,266
186,48|8|38
1126,267|12|66|66|66|40
2919,114|114|150|231|62|224|77|231|224|70
190,180
1145,162|162|70|62
2582,91
2749,236|57|53|236|126|126|57|55|7|156
1172,87|87|87|18|128|84
1177,286
1180,47
2928,225
1186,136
2929,67|188
2588,175|175
108,106|188|273|70|62
3252,136|149
2590,44
1249,241
1211,10
203,33|163|163|260
1222,8|36|79|79|251|106|106|179
3273,254
109,183|183|183|7
2936,14|47|166
1237,261
3288,117|117|117
3289,185|185|185|85|85|85|70|70
208,233
2258,19|14|76
2259,191
2942,45|136|93|278|278
1282,14|115|254
1284,14|14|259|287
1301,105|105
3112,63|9|67|67|67
2269,168|168
2952,163|163|127|20
1331,25
2856,17|17
1334,116|70|14|14
1337,82
1367,180
1369,151|241
2959,259|20|290|280|210|278|184|92|25|281
1378,102
114,175
2846,4|4|231|231|231|116|70|67|62|138
3115,260|84|84|104|104
2963,151|297|17|17
1400,148|148
2623,85|85|175|150|151|14|14
234,240
2969,53|1|85|185|17|85|17|215|185|14
1432,124
1434,8|36|8|38|79|8|48|38|79|36
1436,278|110|110|110
240,97|15|254
1267,196|24|77
2633,67|278|278|62|70|55|55|116
3050,179|179|14|180
1491,85|151|278|17|53|19|273|70|187
249,91|91|109
50,141
1509,179|185|185|85|85
1521,297|297|114
1527,14
119,299|117|117|117
2779,170|39|78
257,278|161
2989,185|187|187
2738,273|13|13|13|254|195|76|76
2654,56
121,14|263|34|34|34|145|145
1592,262
147,254|106|138|62|70|70|114|224|188|62
1626,100
3025,236|236
1653,67|62
2851,57|7|7
3007,287
1664,52|52
3006,134|134|134
2327,141|49|49|14
2673,175|139
1992,17|115
3080,11|266|23|70|62|128
3018,211
2677,142|231
1734,15|15|15|23|23|49|49
1738,76|168|168
1750,146
976,74|74|74
977,70|70|19
148,144|242
2787,257|94|25|208|208|20|96|96|268|268
2347,64|24|56|265
2689,89
1802,40|40|40|25|25
3031,76|76
1805,6
1807,234|40|40|206|206
153,56|128
3033,6|6|6|117|117|17|17|13|13|13
155,62|62|62
162,196|138
2175,7
1843,136
1851,19|19|185|185|85|85|241|4|4|4
2699,259|41
3041,144|79|79
2449,222
3043,209|114
3045,13
1892,268|289|289
3047,4
1907,97
1002,240|25
1919,35
132,17|17
1935,19|19|19|233|278|278|278
1939,245|245|245
2714,196|196|196
2861,17|17
2427,224|114
3059,70|62|16
2719,13|13|6|6|6
1989,150
2453,11|11|1|16|254|287|188|161
1998,222|222|76|57|57|278
3064,233|233|76|76
2011,196|196
2026,82
3069,4|7
2387,17|17|47|151|151|151
2047,283
4096,24|238|257|133
4097,15|136
4098,187|2|236|151|188|15|236|85|234|114
4099,27|27|126|97
4100,9|45|255|9|101|244|8|179|45|209
4101,17|17|216|254|116|62|14
4102,8|79|9|2|6|6|229|179|179|64
4103,97
8,9|248|248|248|195
9,2|17|17|14
4106,11|15|191|118|118|118|265
11,234|181|45|45|45|117|117|117|76|213
4108,195|17|254|185|185|213|85|85
4110,46|12
4111,92|191
4113,102|102
4114,40|297|52|52|77|133|150
4116,32|32|6|6|6|15
4117,70
22,179|70
4119,237
4120,152
4121,17
4122,112
4123,117|117|117
4125,201
4126,138|46|46|126|62|188|164|164|164|150
4127,43|43|140
4128,76|226|9|71
4129,275|211|286|286|284|284|192
4130,290|33
4131,49|190
4132,214|214|63|15|192|192|110|110|110
4133,217|217|136|179
4135,138|254|116|138|139|254|254|185|67|185
40,133|201
4138,35|105
4139,29|114|11|11
4141,245|245
4142,12|17
4143,19|19|19
4146,19
4148,100|157|102|102
53,233
4150,190|49|279|279
4105,10
4152,195
4153,265|265|263|86|24|24|209|2
4155,151|133
4156,100|67
4157,2|2|188|188|70
62,7
63,70|70|188|188|114
4160,14|14|15|287|287|112|47|135|104
4161,218|183
4162,10
4107,177|177
68,199|142|13|155|120
4166,61|117|117|126
4167,134|134
4169,70|70|3|3|3
4170,225|225|225
4171,76|229|229|229
4172,209|278|278|175
4173,120|4|57|77
4174,282
4175,20
80,134|134|134
4177,266
4179,7|82|82|82|128|128
4180,143|143
86,160|179|143|143
87,233|136|250|231|51|47|166|291|195
4184,25|73|17|17
89,7
4186,7|7|17|17
4187,100
4188,225
4189,166|2|2|198|286
4190,47|76|76
4191,151|143|67|62|70
4192,219|219|67|152|17|17
4193,57|2|2|158|168|15
99,97
101,225|67|286
4198,17|17
4199,134|170
4200,25
4201,4|4|4|63|63|280|117|117
4203,186|241|151
4204,136|17|17|14|14|23|23|23
4205,234|26|191|66|152|0|32|145|4
110,40
4207,258|133|239|239|165|165|165
114,148|134|134|134|152|170
4211,70|62|116|188
4212,14|14|290
4213,144|254
4214,62|138|70|70
119,117|117|117
4216,215|172|172|135
121,82|76|76|76
4219,7|116|159|278|70|44
4220,194|275|275|8|116|264|62|38|48
4221,104|104|35|35|20|25|7|7
4224,23
129,44|209|17|118|118|73|2|233|13|12
4226,2|19|109|172
4227,47|254|116|67|67|19|19|19
4228,25
133,91|162
4230,1|9|131|133|55|118
4232,62|146|151|39|39|39|266|152|152
4233,129|17|17|116|15|138|162|117|117
138,12|92|188|278|278|278|138|138|70
4235,114|164
4236,62|172|67|67|67|216|70|70|135
141,2|2|2|264|19|179
143,82|185|85
144,234|12|175
4242,175|265
148,67|70
4245,150
150,191|191|275
4247,20|104|290|104|101|20|105|1|222|20
4248,3|17|40|40|247|247|247
4249,76|188|70|120|17|17|70|120|175|188
4250,7|7
4252,62|67|116|70|70
4255,231
160,287|242|46|1
4257,192|150|184|184|48
4259,35|8|7|115|44|206
4260,195|126
165,257
4262,57|57
4263,18|18
4264,188|70|62|19|19|254
4265,236|236|259|178|4
170,19|14|1|81
4267,84|84|15|15|278
4268,150|278|278|278|70|70|17|17
4269,4|4|160|160|77|83|83|175
174,217|217|168
4271,151
4272,25
178,17|17|187|85
4275,15
4276,12|60|17
4277,297|117|117|3|3|3|243|243
4278,163
4279,14|185|25
4280,141|215
4281,49|49|49|92
4282,16|16
4284,15
4285,179
4286,57|8|8|71
4288,185|150|85|144|94
4289,88|2
4293,17|17
198,17|17
4296,14
4297,254
4298,214|17|173
4299,280
4300,8
4302,188|234|62|62|254|151
208,231|15|3|46|134|134
4305,151|62|179|136|70|63|138|188|116
4307,7|77|71|71|71
4308,280|280|280
213,195
4310,32
4312,17|17
4313,70|62|116|116
4314,187|187|185|185|85|85
4316,15|16
221,222|46|46|185|185|19|85|19|85|185
4326,2|47
4328,17
4136,4
244,50|217|217
4343,216
4350,117|117
262,150|57|121|114|102|102|224|147|9
4140,78
279,115|134|134
4379,254|254|151|151|151
286,15
288,48|48|44|8|8|8|36|36|261
4144,68
290,198|185|185|187|187|175|85|85
4145,181|52
296,16
299,76
50,62|67|70
303,116|146|62|62|214
313,17|257|57|57|114
316,170
317,243|143
319,148|47|181|170|170
324,76|76|150|161|161|95
341,94|76|78
362,216
366,215|76|76|76
369,94|105
4158,160|192
4104,29|29|23|23|241|241|120
4159,175
383,120|120|82|97|99|168|24|24
387,92|1
392,41|41|41
401,67|70|138|188
403,14|231|231|97|109|94|234
4164,289
411,124
412,78|195|94
4165,186|186|102|102|102
433,175
451,104|222|222|76|152|35|136|206|126
466,92
4176,51
497,166
501,133
4181,18|18|18|161
516,45|45|25
4182,110|46|46|243|243|243
4183,215|77|57
535,97
540,224|224|224
571,185|145|145
573,76|179|9|115|263
578,31
583,60|94|195
586,262
587,47
589,16|78
606,17
4197,45|13
619,102
639,62|191
651,162
4206,25|142|24|24
677,17|115|19|85|82|4|185
4210,76|76
697,17|17
703,111
704,273|64
707,52|172|17
708,254
710,25|195|19|172
713,9|188|70
4215,261|263
719,133|77|57|140
4217,17|17
4218,2|14
735,13|44|104
4222,177|241|20|20|12|177|191|43|43|12
761,92|222|222
4223,121|40
767,175|173|173|173
768,94|17
770,2|63|14
4225,25|25
4229,100|151|151|179|82
803,52
808,14|14|41|41|41|142
810,81|286|140|16|110|110|275|275|138
813,20|67|67|67
835,17|17
4237,47|70|114
852,15|77|146|146|256|67|220|260
854,62|185|185|185|85
857,18|18|186|180|76|116|13|12|18|145
4239,101|77|136|61
4240,116|116|67|67|67|144|25
867,151
884,278
885,14|206|1
886,12
4244,116|116
4246,293
905,124
911,4
913,299
929,150|19|106|47|85|17|187|39
936,38|38|38|14|70|70|8|8|8
951,81
956,188|67
4256,37|37|37|12|12|12|117|17
962,222
983,63
4261,46|109|118|118|6|46|6|219|6|215
999,61
1013,37|37|37
1014,152
1021,44
1028,17|17
1031,152
172,253|253|253|211|211|211|278|278
1043,87|87|150|6|6|114|164|188|46
4270,175
1056,74|74|150|150|150|175
1065,57|13|61|188|6|6|91|7|265
4274,254
1086,59|17|62|19|187|47|19|17|187|188
181,185|187|187|187|85
1093,59
1094,62|70|70|70
1107,245|245
1126,299
1135,57|2|153|73|24|24
4266,6|6|6|74|74|57
4287,20
1182,115|115|150
1187,77|19
4294,62|116
1221,150
1223,85|278
1224,19|19|85|85|85|187|185
1244,85|185
4304,17|17
1264,12
1267,277|294|117|117|209
1279,67|67
1284,151|64|64|276
1311,195|110
1326,214|184|184
4317,289|289|289|126|115
1337,57|139
1351,2
1355,8|261|38
1358,138|138|138|70|67|62
1364,136|228|151|181|148|209|2
182,19|19
1376,209|117
1381,231
1393,164|40
1396,36|180|2|48|253|253|253|35|8
1402,195|7
1405,262|262|106|187|187|19|19|85
1409,227
1425,66|16|175|175|265|265
1433,66|25|184|184
1437,97
1445,116|116|138|188|70|17|16|16
1458,106|263|19
1516,151|188|62
1524,62|172
1525,146
1527,46
1570,70|70|70
1578,19|102
1585,16|286|55|62|4|7|116|81|67|209
1634,46|180
1635,71
1654,152
1657,2
1669,251|281|254
1675,7
1689,185|185|187|187|85|85
1691,63|63
4149,17
1734,7|7
4151,97
1789,209|201|55
1797,17|8
1823,181
1832,179|179
1844,151|218|218|76|7|7|273|13|13
1860,275
1866,115|278|47|297
1870,175|25
4154,179|166
1881,31|31|92
1886,9|50|2
1893,150|143|143
1904,172|88|88
1917,297|68|68|68
1937,40|118|118|118
1944,7|7|2|149
1976,79
1984,177|177|177
2011,85|85|141|27|185|185|19|161|195
2019,267|267
2034,114|278|224
2041,175|183
2042,2
2047,1|117|117|57|56
2098,49|36|264|8|194|194|190|48
2100,141|66
2108,18|25|152
2120,4|16
2122,11|227|199|206|286|175|86|8|20|152
2140,227|152|19|19|184|184|184|15|15
4163,162|25|160|278|13|281|102
2175,7|275|275|47
2194,117|117|117
2202,3|3
2230,84|79
2237,188|18|18|237|175|38|25
2247,17
2268,17
2297,20|133|251|278|278|224|101
2317,102|89|62|116|278|278|70|97
2345,135
2386,166
2404,2
2405,32|126
2407,6
2410,19|14|14|252|252|252|253|253|253
2424,184|25|102|102
2428,33
2429,17|62|57|67|70|70|57|82|17|62
4309,268|268
2451,85|85|85|172|180|185|185
2467,116|138|143|143|160|62
2478,175|46|15|47|224|85|187|104|2|164
2482,281|181|181|172
2486,49|49|239
2531,97|275|275|7|233
2557,20|262|262|262
2584,122|297|210
2591,6|6|114|224|25|20
2663,117|117|117
2664,119|119|188|2|67|67|114
2699,2|2
2700,7|24
2762,278|84
2774,294|294
2786,117|117|117
2801,277
4185,25